,name,url,taste,label,roastlevel,chartjs,Weight250,curreny,price250,Weight1000,price1000,typ,origin_list
51,Butihinda,https://www.rastshop.ch/de/kaffee/butihinda,"Schwarztee, Pfirsich",NaN,31.25,"{'\n        // ============================================================\n        // taste chart js\n        (function() {\n            // cart data\n            var chartdata =  [5,0,3,5,1,0,0,3,4,4];\n            // data\n            var data = {\n                labels: ["""", """", """", """", """", """", """", """", """", """"],\n                datasets: [{\n                    data: chartdata,\n                    borderWidth: 0,\n                    borderColor: ""transparent"",\n                }]\n            };\n            // options\n            var options = {\n                aspectRatio: 1,\n                animation: false,\n                scale: {\n                    angleLines: {\n                        display: false,\n                    },\n                    gridLines:{\n                        display: true,\n                        color: ""#BBB4A4""\n                    },\n                    ticks: {\n                        display: false,\n                        suggestedMin: -1,\n                        suggestedMax: 5\n                    },\n                    pointLabels: {\n                        fontColor: ""#1b1717"",\n                        fontSize: 12\n                    },\n                },\n                elements:{\n                    line: {\n                        backgroundColor: ""rgba(185, 174, 142, 0.3)"",\n                    },\n                    point: {\n                        radius: 5,\n                        hoverRadius: 5,\n                        backgroundColor: ""#000000"",\n                        hoverBackgroundColor: ""#C76A15"",\n                    }\n                },\n                tooltips:{\n                    titleMarginBottom: 0,\n                    callbacks: {\n                        title: function(tooltipItem, data) {\n                            return tooltipItem[0].value;\n                        },\n                        label: function(tooltipItem, data) {\n                            return """";\n                        }\n                    },\n                },\n                legend: {\n                    display: false,\n                },\n                dragData: true,\n                dragX: false,\n                dragDataRound: 0,\n                dragOptions: {\n                    showTooltip: true\n                },\n                onDrag: function (e, datasetIndex, index, value) {\n                    if(value < 0){\n                        e.preventDefault();\n                        return false;\n                    }\n                },\n                onDragEnd: function (e, datasetIndex, index, value) {\n                    // on drag end\n                }\n                , animationSteps: 300\n                , scaleFontSize: 16\n                , pointLabelFontSize: 14\n                , tooltipFontSize: 12\n                , tooltipTitleFontSize: 12\n                , pointDotRadius: 1\n                , pointLabelFontFamily: ""proxima-nova""\n            };\n            // create chart\n            var ctx = $(""[data-taste-chart]"");\n            if (ctx.length > 0) {\n                if ($(""[data-taste-chart]"").attr(""data-taste-chart-nodrag"") === ""true"") {\n                    options.dragData = false;\n                }\n                var radarChart = new Chart(ctx, {\n                    type: ""radar"",\n                    data: data,\n                    options: options\n                });\n            }\n        })();\n    '}",250,CHF,9.30,1 k,34.90,Einzelsorte,Burundi
52,Somaho,https://www.rastshop.ch/de/kaffee/somaho,"Mango, Pfirsich, leicht blumig",NaN,18.75,"{'\n        // ============================================================\n        // taste chart js\n        (function() {\n            // cart data\n            var chartdata =  [4,1,3,5,1,1,0,3,3,4];\n            // data\n            var data = {\n                labels: ["""", """", """", """", """", """", """", """", """", """"],\n                datasets: [{\n                    data: chartdata,\n                    borderWidth: 0,\n                    borderColor: ""transparent"",\n                }]\n            };\n            // options\n            var options = {\n                aspectRatio: 1,\n                animation: false,\n                scale: {\n                    angleLines: {\n                        display: false,\n                    },\n                    gridLines:{\n                        display: true,\n                        color: ""#BBB4A4""\n                    },\n                    ticks: {\n                        display: false,\n                        suggestedMin: -1,\n                        suggestedMax: 5\n                    },\n                    pointLabels: {\n                        fontColor: ""#1b1717"",\n                        fontSize: 12\n                    },\n                },\n                elements:{\n                    line: {\n                        backgroundColor: ""rgba(185, 174, 142, 0.3)"",\n                    },\n                    point: {\n                        radius: 5,\n                        hoverRadius: 5,\n                        backgroundColor: ""#000000"",\n                        hoverBackgroundColor: ""#C76A15"",\n                    }\n                },\n                tooltips:{\n                    titleMarginBottom: 0,\n                    callbacks: {\n                        title: function(tooltipItem, data) {\n                            return tooltipItem[0].value;\n                        },\n                        label: function(tooltipItem, data) {\n                            return """";\n                        }\n                    },\n                },\n                legend: {\n                    display: false,\n                },\n                dragData: true,\n                dragX: false,\n                dragDataRound: 0,\n                dragOptions: {\n                    showTooltip: true\n                },\n                onDrag: function (e, datasetIndex, index, value) {\n                    if(value < 0){\n                        e.preventDefault();\n                        return false;\n                    }\n                },\n                onDragEnd: function (e, datasetIndex, index, value) {\n                    // on drag end\n                }\n                , animationSteps: 300\n                , scaleFontSize: 16\n                , pointLabelFontSize: 14\n                , tooltipFontSize: 12\n                , tooltipTitleFontSize: 12\n                , pointDotRadius: 1\n                , pointLabelFontFamily: ""proxima-nova""\n            };\n            // create chart\n            var ctx = $(""[data-taste-chart]"");\n            if (ctx.length > 0) {\n                if ($(""[data-taste-chart]"").attr(""data-taste-chart-nodrag"") === ""true"") {\n                    options.dragData = false;\n                }\n                var radarChart = new Chart(ctx, {\n                    type: ""radar"",\n                    data: data,\n                    options: options\n                });\n            }\n        })();\n    '}",250,CHF,10.30,1 k,38.90,Einzelsorte,Rwanda
53,Java Baron,https://www.rastshop.ch/de/kaffee/java-baron,"Kakao, Walnuss, leichte Tabaknoten",NaN,50.0,"{'\n        // ============================================================\n        // taste chart js\n        (function() {\n            // cart data\n            var chartdata =  [2,4,0,2,5,3,4,4,4,1];\n            // data\n            var data = {\n                labels: ["""", """", """", """", """", """", """", """", """", """"],\n                datasets: [{\n                    data: chartdata,\n                    borderWidth: 0,\n                    borderColor: ""transparent"",\n                }]\n            };\n            // options\n            var options = {\n                aspectRatio: 1,\n                animation: false,\n                scale: {\n                    angleLines: {\n                        display: false,\n                    },\n                    gridLines:{\n                        display: true,\n                        color: ""#BBB4A4""\n                    },\n                    ticks: {\n                        display: false,\n                        suggestedMin: -1,\n                        suggestedMax: 5\n                    },\n                    pointLabels: {\n                        fontColor: ""#1b1717"",\n                        fontSize: 12\n                    },\n                },\n                elements:{\n                    line: {\n                        backgroundColor: ""rgba(185, 174, 142, 0.3)"",\n                    },\n                    point: {\n                        radius: 5,\n                        hoverRadius: 5,\n                        backgroundColor: ""#000000"",\n                        hoverBackgroundColor: ""#C76A15"",\n                    }\n                },\n                tooltips:{\n                    titleMarginBottom: 0,\n                    callbacks: {\n                        title: function(tooltipItem, data) {\n                            return tooltipItem[0].value;\n                        },\n                        label: function(tooltipItem, data) {\n                            return """";\n                        }\n                    },\n                },\n                legend: {\n                    display: false,\n                },\n                dragData: true,\n                dragX: false,\n                dragDataRound: 0,\n                dragOptions: {\n                    showTooltip: true\n                },\n                onDrag: function (e, datasetIndex, index, value) {\n                    if(value < 0){\n                        e.preventDefault();\n                        return false;\n                    }\n                },\n                onDragEnd: function (e, datasetIndex, index, value) {\n                    // on drag end\n                }\n                , animationSteps: 300\n                , scaleFontSize: 16\n                , pointLabelFontSize: 14\n                , tooltipFontSize: 12\n                , tooltipTitleFontSize: 12\n                , pointDotRadius: 1\n                , pointLabelFontFamily: ""proxima-nova""\n            };\n            // create chart\n            var ctx = $(""[data-taste-chart]"");\n            if (ctx.length > 0) {\n                if ($(""[data-taste-chart]"").attr(""data-taste-chart-nodrag"") === ""true"") {\n                    options.dragData = false;\n                }\n                var radarChart = new Chart(ctx, {\n                    type: ""radar"",\n                    data: data,\n                    options: options\n                });\n            }\n        })();\n    '}",250,CHF,7.30,1 k,26.90,Einzelsorte,Indonesien
54,"Mandheling, Gold",https://www.rastshop.ch/de/kaffee/mandheling-gold,"würzig, leicht fruchtig",NaN,55.0,"{'\n        // ============================================================\n        // taste chart js\n        (function() {\n            // cart data\n            var chartdata =  [3,3,1,1,3,4,3,3,4,1];\n            // data\n            var data = {\n                labels: ["""", """", """", """", """", """", """", """", """", """"],\n                datasets: [{\n                    data: chartdata,\n                    borderWidth: 0,\n                    borderColor: ""transparent"",\n                }]\n            };\n            // options\n            var options = {\n                aspectRatio: 1,\n                animation: false,\n                scale: {\n                    angleLines: {\n                        display: false,\n                    },\n                    gridLines:{\n                        display: true,\n                        color: ""#BBB4A4""\n                    },\n                    ticks: {\n                        display: false,\n                        suggestedMin: -1,\n                        suggestedMax: 5\n                    },\n                    pointLabels: {\n                        fontColor: ""#1b1717"",\n                        fontSize: 12\n                    },\n                },\n                elements:{\n                    line: {\n                        backgroundColor: ""rgba(185, 174, 142, 0.3)"",\n                    },\n                    point: {\n                        radius: 5,\n                        hoverRadius: 5,\n                        backgroundColor: ""#000000"",\n                        hoverBackgroundColor: ""#C76A15"",\n                    }\n                },\n                tooltips:{\n                    titleMarginBottom: 0,\n                    callbacks: {\n                        title: function(tooltipItem, data) {\n                            return tooltipItem[0].value;\n                        },\n                        label: function(tooltipItem, data) {\n                            return """";\n                        }\n                    },\n                },\n                legend: {\n                    display: false,\n                },\n                dragData: true,\n                dragX: false,\n                dragDataRound: 0,\n                dragOptions: {\n                    showTooltip: true\n                },\n                onDrag: function (e, datasetIndex, index, value) {\n                    if(value < 0){\n                        e.preventDefault();\n                        return false;\n                    }\n                },\n                onDragEnd: function (e, datasetIndex, index, value) {\n                    // on drag end\n                }\n                , animationSteps: 300\n                , scaleFontSize: 16\n                , pointLabelFontSize: 14\n                , tooltipFontSize: 12\n                , tooltipTitleFontSize: 12\n                , pointDotRadius: 1\n                , pointLabelFontFamily: ""proxima-nova""\n            };\n            // create chart\n            var ctx = $(""[data-taste-chart]"");\n            if (ctx.length > 0) {\n                if ($(""[data-taste-chart]"").attr(""data-taste-chart-nodrag"") === ""true"") {\n                    options.dragData = false;\n                }\n                var radarChart = new Chart(ctx, {\n                    type: ""radar"",\n                    data: data,\n                    options: options\n                });\n            }\n        })();\n    '}",250,CHF,8.00,1 k,29.90,Einzelsorte,Indonesien
55,Malabar,https://www.rastshop.ch/de/kaffee/malabar-monsooned-aspinwall,"nussig, mild, Gewürze",NaN,37.5,"{'\n        // ============================================================\n        // taste chart js\n        (function() {\n            // cart data\n            var chartdata =  [1,3,0,0,3,3,3,3,3,0];\n            // data\n            var data = {\n                labels: ["""", """", """", """", """", """", """", """", """", """"],\n                datasets: [{\n                    data: chartdata,\n                    borderWidth: 0,\n                    borderColor: ""transparent"",\n                }]\n            };\n            // options\n            var options = {\n                aspectRatio: 1,\n                animation: false,\n                scale: {\n                    angleLines: {\n                        display: false,\n                    },\n                    gridLines:{\n                        display: true,\n                        color: ""#BBB4A4""\n                    },\n                    ticks: {\n                        display: false,\n                        suggestedMin: -1,\n                        suggestedMax: 5\n                    },\n                    pointLabels: {\n                        fontColor: ""#1b1717"",\n                        fontSize: 12\n                    },\n                },\n                elements:{\n                    line: {\n                        backgroundColor: ""rgba(185, 174, 142, 0.3)"",\n                    },\n                    point: {\n                        radius: 5,\n                        hoverRadius: 5,\n                        backgroundColor: ""#000000"",\n                        hoverBackgroundColor: ""#C76A15"",\n                    }\n                },\n                tooltips:{\n                    titleMarginBottom: 0,\n                    callbacks: {\n                        title: function(tooltipItem, data) {\n                            return tooltipItem[0].value;\n                        },\n                        label: function(tooltipItem, data) {\n                            return """";\n                        }\n                    },\n                },\n                legend: {\n                    display: false,\n                },\n                dragData: true,\n                dragX: false,\n                dragDataRound: 0,\n                dragOptions: {\n                    showTooltip: true\n                },\n                onDrag: function (e, datasetIndex, index, value) {\n                    if(value < 0){\n                        e.preventDefault();\n                        return false;\n                    }\n                },\n                onDragEnd: function (e, datasetIndex, index, value) {\n                    // on drag end\n                }\n                , animationSteps: 300\n                , scaleFontSize: 16\n                , pointLabelFontSize: 14\n                , tooltipFontSize: 12\n                , tooltipTitleFontSize: 12\n                , pointDotRadius: 1\n                , pointLabelFontFamily: ""proxima-nova""\n            };\n            // create chart\n            var ctx = $(""[data-taste-chart]"");\n            if (ctx.length > 0) {\n                if ($(""[data-taste-chart]"").attr(""data-taste-chart-nodrag"") === ""true"") {\n                    options.dragData = false;\n                }\n                var radarChart = new Chart(ctx, {\n                    type: ""radar"",\n                    data: data,\n                    options: options\n                });\n            }\n        })();\n    '}",250,CHF,7.50,1 k,27.90,Einzelsorte,Indien
56,Plantation RFA,https://www.rastshop.ch/de/kaffee/plantation-rfa,"würzig, Schokolade, leicht Pflaume","['Label Rainforest', '']",56.25,"{'\n        // ============================================================\n        // taste chart js\n        (function() {\n            // cart data\n            var chartdata =  [4,1,0,3,4,4,3,4,3,2];\n            // data\n            var data = {\n                labels: ["""", """", """", """", """", """", """", """", """", """"],\n                datasets: [{\n                    data: chartdata,\n                    borderWidth: 0,\n                    borderColor: ""transparent"",\n                }]\n            };\n            // options\n            var options = {\n                aspectRatio: 1,\n                animation: false,\n                scale: {\n                    angleLines: {\n                        display: false,\n                    },\n                    gridLines:{\n                        display: true,\n                        color: ""#BBB4A4""\n                    },\n                    ticks: {\n                        display: false,\n                        suggestedMin: -1,\n                        suggestedMax: 5\n                    },\n                    pointLabels: {\n                        fontColor: ""#1b1717"",\n                        fontSize: 12\n                    },\n                },\n                elements:{\n                    line: {\n                        backgroundColor: ""rgba(185, 174, 142, 0.3)"",\n                    },\n                    point: {\n                        radius: 5,\n                        hoverRadius: 5,\n                        backgroundColor: ""#000000"",\n                        hoverBackgroundColor: ""#C76A15"",\n                    }\n                },\n                tooltips:{\n                    titleMarginBottom: 0,\n                    callbacks: {\n                        title: function(tooltipItem, data) {\n                            return tooltipItem[0].value;\n                        },\n                        label: function(tooltipItem, data) {\n                            return """";\n                        }\n                    },\n                },\n                legend: {\n                    display: false,\n                },\n                dragData: true,\n                dragX: false,\n                dragDataRound: 0,\n                dragOptions: {\n                    showTooltip: true\n                },\n                onDrag: function (e, datasetIndex, index, value) {\n                    if(value < 0){\n                        e.preventDefault();\n                        return false;\n                    }\n                },\n                onDragEnd: function (e, datasetIndex, index, value) {\n                    // on drag end\n                }\n                , animationSteps: 300\n                , scaleFontSize: 16\n                , pointLabelFontSize: 14\n                , tooltipFontSize: 12\n                , tooltipTitleFontSize: 12\n                , pointDotRadius: 1\n                , pointLabelFontFamily: ""proxima-nova""\n            };\n            // create chart\n            var ctx = $(""[data-taste-chart]"");\n            if (ctx.length > 0) {\n                if ($(""[data-taste-chart]"").attr(""data-taste-chart-nodrag"") === ""true"") {\n                    options.dragData = false;\n                }\n                var radarChart = new Chart(ctx, {\n                    type: ""radar"",\n                    data: data,\n                    options: options\n                });\n            }\n        })();\n    '}",250,CHF,7.50,1 k,27.90,Einzelsorte,Indien
57,Kerkeicoondah,https://www.rastshop.ch/de/kaffee/kerkeicoondah-balehonnur-farm,"nussig, würzig, schokoladig","['Label Direct Trade', 'Label Parzellenkaffee', '']",23.75,"{'\n        // ============================================================\n        // taste chart js\n        (function() {\n            // cart data\n            var chartdata =  [4,4,2,1,5,4,4,5,5,1];\n            // data\n            var data = {\n                labels: ["""", """", """", """", """", """", """", """", """", """"],\n                datasets: [{\n                    data: chartdata,\n                    borderWidth: 0,\n                    borderColor: ""transparent"",\n                }]\n            };\n            // options\n            var options = {\n                aspectRatio: 1,\n                animation: false,\n                scale: {\n                    angleLines: {\n                        display: false,\n                    },\n                    gridLines:{\n                        display: true,\n                        color: ""#BBB4A4""\n                    },\n                    ticks: {\n                        display: false,\n                        suggestedMin: -1,\n                        suggestedMax: 5\n                    },\n                    pointLabels: {\n                        fontColor: ""#1b1717"",\n                        fontSize: 12\n                    },\n                },\n                elements:{\n                    line: {\n                        backgroundColor: ""rgba(185, 174, 142, 0.3)"",\n                    },\n                    point: {\n                        radius: 5,\n                        hoverRadius: 5,\n                        backgroundColor: ""#000000"",\n                        hoverBackgroundColor: ""#C76A15"",\n                    }\n                },\n                tooltips:{\n                    titleMarginBottom: 0,\n                    callbacks: {\n                        title: function(tooltipItem, data) {\n                            return tooltipItem[0].value;\n                        },\n                        label: function(tooltipItem, data) {\n                            return """";\n                        }\n                    },\n                },\n                legend: {\n                    display: false,\n                },\n                dragData: true,\n                dragX: false,\n                dragDataRound: 0,\n                dragOptions: {\n                    showTooltip: true\n                },\n                onDrag: function (e, datasetIndex, index, value) {\n                    if(value < 0){\n                        e.preventDefault();\n                        return false;\n                    }\n                },\n                onDragEnd: function (e, datasetIndex, index, value) {\n                    // on drag end\n                }\n                , animationSteps: 300\n                , scaleFontSize: 16\n                , pointLabelFontSize: 14\n                , tooltipFontSize: 12\n                , tooltipTitleFontSize: 12\n                , pointDotRadius: 1\n                , pointLabelFontFamily: ""proxima-nova""\n            };\n            // create chart\n            var ctx = $(""[data-taste-chart]"");\n            if (ctx.length > 0) {\n                if ($(""[data-taste-chart]"").attr(""data-taste-chart-nodrag"") === ""true"") {\n                    options.dragData = false;\n                }\n                var radarChart = new Chart(ctx, {\n                    type: ""radar"",\n                    data: data,\n                    options: options\n                });\n            }\n        })();\n    '}",250,CHF,9.30,1 k,34.90,Einzelsorte,Indien
58,Blawan,https://www.rastshop.ch/de/kaffee/blawan,"Schwarztee, Süssholz, Schokolade",NaN,58.75,"{'\n        // ============================================================\n        // taste chart js\n        (function() {\n            // cart data\n            var chartdata =  [5,2,0,3,1,2,1,5,5,2];\n            // data\n            var data = {\n                labels: ["""", """", """", """", """", """", """", """", """", """"],\n                datasets: [{\n                    data: chartdata,\n                    borderWidth: 0,\n                    borderColor: ""transparent"",\n                }]\n            };\n            // options\n            var options = {\n                aspectRatio: 1,\n                animation: false,\n                scale: {\n                    angleLines: {\n                        display: false,\n                    },\n                    gridLines:{\n                        display: true,\n                        color: ""#BBB4A4""\n                    },\n                    ticks: {\n                        display: false,\n                        suggestedMin: -1,\n                        suggestedMax: 5\n                    },\n                    pointLabels: {\n                        fontColor: ""#1b1717"",\n                        fontSize: 12\n                    },\n                },\n                elements:{\n                    line: {\n                        backgroundColor: ""rgba(185, 174, 142, 0.3)"",\n                    },\n                    point: {\n                        radius: 5,\n                        hoverRadius: 5,\n                        backgroundColor: ""#000000"",\n                        hoverBackgroundColor: ""#C76A15"",\n                    }\n                },\n                tooltips:{\n                    titleMarginBottom: 0,\n                    callbacks: {\n                        title: function(tooltipItem, data) {\n                            return tooltipItem[0].value;\n                        },\n                        label: function(tooltipItem, data) {\n                            return """";\n                        }\n                    },\n                },\n                legend: {\n                    display: false,\n                },\n                dragData: true,\n                dragX: false,\n                dragDataRound: 0,\n                dragOptions: {\n                    showTooltip: true\n                },\n                onDrag: function (e, datasetIndex, index, value) {\n                    if(value < 0){\n                        e.preventDefault();\n                        return false;\n                    }\n                },\n                onDragEnd: function (e, datasetIndex, index, value) {\n                    // on drag end\n                }\n                , animationSteps: 300\n                , scaleFontSize: 16\n                , pointLabelFontSize: 14\n                , tooltipFontSize: 12\n                , tooltipTitleFontSize: 12\n                , pointDotRadius: 1\n                , pointLabelFontFamily: ""proxima-nova""\n            };\n            // create chart\n            var ctx = $(""[data-taste-chart]"");\n            if (ctx.length > 0) {\n                if ($(""[data-taste-chart]"").attr(""data-taste-chart-nodrag"") === ""true"") {\n                    options.dragData = false;\n                }\n                var radarChart = new Chart(ctx, {\n                    type: ""radar"",\n                    data: data,\n                    options: options\n                });\n            }\n        })();\n    '}",250,CHF,8.00,1 k,29.90,Einzelsorte,Indonesien
59,Aceh Mandheling BIO Fairtrade,https://www.rastshop.ch/de/kaffee/aceh-mandheling-bio-fairtrade,"würzig, Schokolade, Himbeeren","['Label Bio', 'Label Fairtrade', '']",55.0,"{'\n        // ============================================================\n        // taste chart js\n        (function() {\n            // cart data\n            var chartdata =  [3,3,1,1,3,4,3,3,4,1];\n            // data\n            var data = {\n                labels: ["""", """", """", """", """", """", """", """", """", """"],\n                datasets: [{\n                    data: chartdata,\n                    borderWidth: 0,\n                    borderColor: ""transparent"",\n                }]\n            };\n            // options\n            var options = {\n                aspectRatio: 1,\n                animation: false,\n                scale: {\n                    angleLines: {\n                        display: false,\n                    },\n                    gridLines:{\n                        display: true,\n                        color: ""#BBB4A4""\n                    },\n                    ticks: {\n                        display: false,\n                        suggestedMin: -1,\n                        suggestedMax: 5\n                    },\n                    pointLabels: {\n                        fontColor: ""#1b1717"",\n                        fontSize: 12\n                    },\n                },\n                elements:{\n                    line: {\n                        backgroundColor: ""rgba(185, 174, 142, 0.3)"",\n                    },\n                    point: {\n                        radius: 5,\n                        hoverRadius: 5,\n                        backgroundColor: ""#000000"",\n                        hoverBackgroundColor: ""#C76A15"",\n                    }\n                },\n                tooltips:{\n                    titleMarginBottom: 0,\n                    callbacks: {\n                        title: function(tooltipItem, data) {\n                            return tooltipItem[0].value;\n                        },\n                        label: function(tooltipItem, data) {\n                            return """";\n                        }\n                    },\n                },\n                legend: {\n                    display: false,\n                },\n                dragData: true,\n                dragX: false,\n                dragDataRound: 0,\n                dragOptions: {\n                    showTooltip: true\n                },\n                onDrag: function (e, datasetIndex, index, value) {\n                    if(value < 0){\n                        e.preventDefault();\n                        return false;\n                    }\n                },\n                onDragEnd: function (e, datasetIndex, index, value) {\n                    // on drag end\n                }\n                , animationSteps: 300\n                , scaleFontSize: 16\n                , pointLabelFontSize: 14\n                , tooltipFontSize: 12\n                , tooltipTitleFontSize: 12\n                , pointDotRadius: 1\n                , pointLabelFontFamily: ""proxima-nova""\n            };\n            // create chart\n            var ctx = $(""[data-taste-chart]"");\n            if (ctx.length > 0) {\n                if ($(""[data-taste-chart]"").attr(""data-taste-chart-nodrag"") === ""true"") {\n                    options.dragData = false;\n                }\n                var radarChart = new Chart(ctx, {\n                    type: ""radar"",\n                    data: data,\n                    options: options\n                });\n            }\n        })();\n    '}",250,CHF,8.50,1 k,31.90,Einzelsorte,Indonesien
60,Sigri,https://www.rastshop.ch/de/kaffee/sigri-estate-plantation,"nussig, leicht fruchtig",NaN,55.0,"{'\n        // ============================================================\n        // taste chart js\n        (function() {\n            // cart data\n            var chartdata =  [2,1,2,3,4,4,1,3,3,3];\n            // data\n            var data = {\n                labels: ["""", """", """", """", """", """", """", """", """", """"],\n                datasets: [{\n                    data: chartdata,\n                    borderWidth: 0,\n                    borderColor: ""transparent"",\n                }]\n            };\n            // options\n            var options = {\n                aspectRatio: 1,\n                animation: false,\n                scale: {\n                    angleLines: {\n                        display: false,\n                    },\n                    gridLines:{\n                        display: true,\n                        color: ""#BBB4A4""\n                    },\n                    ticks: {\n                        display: false,\n                        suggestedMin: -1,\n                        suggestedMax: 5\n                    },\n                    pointLabels: {\n                        fontColor: ""#1b1717"",\n                        fontSize: 12\n                    },\n                },\n                elements:{\n                    line: {\n                        backgroundColor: ""rgba(185, 174, 142, 0.3)"",\n                    },\n                    point: {\n                        radius: 5,\n                        hoverRadius: 5,\n                        backgroundColor: ""#000000"",\n                        hoverBackgroundColor: ""#C76A15"",\n                    }\n                },\n                tooltips:{\n                    titleMarginBottom: 0,\n                    callbacks: {\n                        title: function(tooltipItem, data) {\n                            return tooltipItem[0].value;\n                        },\n                        label: function(tooltipItem, data) {\n                            return """";\n                        }\n                    },\n                },\n                legend: {\n                    display: false,\n                },\n                dragData: true,\n                dragX: false,\n                dragDataRound: 0,\n                dragOptions: {\n                    showTooltip: true\n                },\n                onDrag: function (e, datasetIndex, index, value) {\n                    if(value < 0){\n                        e.preventDefault();\n                        return false;\n                    }\n                },\n                onDragEnd: function (e, datasetIndex, index, value) {\n                    // on drag end\n                }\n                , animationSteps: 300\n                , scaleFontSize: 16\n                , pointLabelFontSize: 14\n                , tooltipFontSize: 12\n                , tooltipTitleFontSize: 12\n                , pointDotRadius: 1\n                , pointLabelFontFamily: ""proxima-nova""\n            };\n            // create chart\n            var ctx = $(""[data-taste-chart]"");\n            if (ctx.length > 0) {\n                if ($(""[data-taste-chart]"").attr(""data-taste-chart-nodrag"") === ""true"") {\n                    options.dragData = false;\n                }\n                var radarChart = new Chart(ctx, {\n                    type: ""radar"",\n                    data: data,\n                    options: options\n                });\n            }\n        })();\n    '}",250,CHF,8.00,1 k,29.90,Einzelsorte,Papua-Neuguinea
61,Captain Cook,https://www.rastshop.ch/de/kaffee/captain-cook,"Schokolade, getrocknete Feigen, leicht Zitrus",NaN,48.75,"{'\n        // ============================================================\n        // taste chart js\n        (function() {\n            // cart data\n            var chartdata =  [4,0,1,5,2,1,1,4,3,4];\n            // data\n            var data = {\n                labels: ["""", """", """", """", """", """", """", """", """", """"],\n                datasets: [{\n                    data: chartdata,\n                    borderWidth: 0,\n                    borderColor: ""transparent"",\n                }]\n            };\n            // options\n            var options = {\n                aspectRatio: 1,\n                animation: false,\n                scale: {\n                    angleLines: {\n                        display: false,\n                    },\n                    gridLines:{\n                        display: true,\n                        color: ""#BBB4A4""\n                    },\n                    ticks: {\n                        display: false,\n                        suggestedMin: -1,\n                        suggestedMax: 5\n                    },\n                    pointLabels: {\n                        fontColor: ""#1b1717"",\n                        fontSize: 12\n                    },\n                },\n                elements:{\n                    line: {\n                        backgroundColor: ""rgba(185, 174, 142, 0.3)"",\n                    },\n                    point: {\n                        radius: 5,\n                        hoverRadius: 5,\n                        backgroundColor: ""#000000"",\n                        hoverBackgroundColor: ""#C76A15"",\n                    }\n                },\n                tooltips:{\n                    titleMarginBottom: 0,\n                    callbacks: {\n                        title: function(tooltipItem, data) {\n                            return tooltipItem[0].value;\n                        },\n                        label: function(tooltipItem, data) {\n                            return """";\n                        }\n                    },\n                },\n                legend: {\n                    display: false,\n                },\n                dragData: true,\n                dragX: false,\n                dragDataRound: 0,\n                dragOptions: {\n                    showTooltip: true\n                },\n                onDrag: function (e, datasetIndex, index, value) {\n                    if(value < 0){\n                        e.preventDefault();\n                        return false;\n                    }\n                },\n                onDragEnd: function (e, datasetIndex, index, value) {\n                    // on drag end\n                }\n                , animationSteps: 300\n                , scaleFontSize: 16\n                , pointLabelFontSize: 14\n                , tooltipFontSize: 12\n                , tooltipTitleFontSize: 12\n                , pointDotRadius: 1\n                , pointLabelFontFamily: ""proxima-nova""\n            };\n            // create chart\n            var ctx = $(""[data-taste-chart]"");\n            if (ctx.length > 0) {\n                if ($(""[data-taste-chart]"").attr(""data-taste-chart-nodrag"") === ""true"") {\n                    options.dragData = false;\n                }\n                var radarChart = new Chart(ctx, {\n                    type: ""radar"",\n                    data: data,\n                    options: options\n                });\n            }\n        })();\n    '}",250,CHF,42.00,1 k,166.00,Einzelsorte,Hawaii
